blockNumber,hash,from,to,value,gasLimit,gasUsed,from_op_0,to_op_0,intValue_op_0,symbol_op_0,usdPrice_op_0,type_op_0,from_op_1,to_op_1,intValue_op_1,symbol_op_1,usdPrice_op_1,type_op_1,from_op_2,to_op_2,intValue_op_2,symbol_op_2,usdPrice_op_2,type_op_2,from_op_3,to_op_3,intValue_op_3,symbol_op_3,usdPrice_op_3,type_op_3,from_op_4,to_op_4,intValue_op_4,symbol_op_4,usdPrice_op_4,type_op_4,from_op_5,to_op_5,intValue_op_5,symbol_op_5,usdPrice_op_5,type_op_5,from_op_6,to_op_6,intValue_op_6,symbol_op_6,usdPrice_op_6,type_op_6,from_op_7,to_op_7,intValue_op_7,symbol_op_7,usdPrice_op_7,type_op_7,from_op_8,to_op_8,intValue_op_8,symbol_op_8,usdPrice_op_8,type_op_8,from_op_9,to_op_9,intValue_op_9,symbol_op_9,usdPrice_op_9,type_op_9,from_op_10,to_op_10,intValue_op_10,symbol_op_10,usdPrice_op_10,type_op_10,from_op_11,to_op_11,intValue_op_11,symbol_op_11,usdPrice_op_11,type_op_11,from_op_12,to_op_12,intValue_op_12,symbol_op_12,usdPrice_op_12,type_op_12,from_op_13,to_op_13,intValue_op_13,symbol_op_13,usdPrice_op_13,type_op_13,from_op_14,to_op_14,intValue_op_14,symbol_op_14,usdPrice_op_14,type_op_14,from_op_15,to_op_15,intValue_op_15,symbol_op_15,usdPrice_op_15,type_op_15,from_op_16,to_op_16,intValue_op_16,symbol_op_16,usdPrice_op_16,type_op_16,from_op_17,to_op_17,intValue_op_17,symbol_op_17,usdPrice_op_17,type_op_17,from_op_18,to_op_18,intValue_op_18,symbol_op_18,type_op_18,usdPrice_op_18
11703559,0x2990b863192c91105d28a48e2b2d7cbc68b6157e5fe1ccfc681a80ab8fbe4f3b,0x33a330a68d824bf56c7dbc42d4cd827368441321,0xc35d77d25d81be78ad60ce14fea7c92d438782e3,0.0,372650,175685,0xc35d77d25d81be78ad60ce14fea7c92d438782e3,0xf55c33d94150d93c2cfb833bcca30be388b14964,1e+18,WETH,1176.9006956542037,transfer,0xf55c33d94150d93c2cfb833bcca30be388b14964,0x60b2cc2c6ecd3dd89b4fd76818ef83186e2f2931,1.7160902404923654e+21,ALPHA,,transfer,0x60b2cc2c6ecd3dd89b4fd76818ef83186e2f2931,0xc35d77d25d81be78ad60ce14fea7c92d438782e3,1.015366513025067e+18,WETH,1176.9006956542037,transfer,,,9988233466293538.0,WETH,1176.9006956542037,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11703761,0x590f08d477b44c32811cb4bdfb4272db092aa68cec8d706f6595235ab03eaf8e,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,377432,178076,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0xc465c0a16228ef6fe1bf29c04fdb04bb797fd537,3.75e+17,WETH,1167.3311590736232,transfer,0xc465c0a16228ef6fe1bf29c04fdb04bb797fd537,0x22def8cf4e481417cb014d9dc64975ba12e3a184,8.582859517218043e+19,SDT,5.05237864745095,transfer,0x22def8cf4e481417cb014d9dc64975ba12e3a184,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,3.8516521539672006e+17,WETH,1167.3311590736232,transfer,,,9656954626884054.0,WETH,1167.3311590736232,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11703785,0x283c83db884a3d334c62a6ed9bf25c6e0e32686b75672d7574f5d8cfcfb32e09,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,353228,178134,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x8d2a4cc2e2ca0f7ab011b686449dc82c3af924c7,2e+18,WETH,1166.6656023958744,transfer,0x8d2a4cc2e2ca0f7ab011b686449dc82c3af924c7,0xcc39592f5cb193a70f262aa301f54db1d600e6da,1.2600459580100995e+21,RUNE,1.81727297926833,transfer,0xcc39592f5cb193a70f262aa301f54db1d600e6da,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,2.0302761847017044e+18,WETH,1166.6656023958744,transfer,,,2.876237546661927e+16,WETH,1166.6656023958744,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11703854,0xd9b93e1950caf3bb1e2856a6ab13601a0b5e6f609290be1a2a96925706cdd359,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,377480,178100,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0xc926990039045611eb1de520c1e249fd0d20a8ea,5e+17,WETH,1166.0865030440993,transfer,0xc926990039045611eb1de520c1e249fd0d20a8ea,0x724d5c9c618a2152e99a45649a3b8cf198321f46,8.837068334164713e+21,REVV,0.06515741822276,transfer,0x724d5c9c618a2152e99a45649a3b8cf198321f46,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,5.0807058788341645e+17,WETH,1166.0865030440993,transfer,,,7667058489245597.0,WETH,1166.0865030440993,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11704001,0x17440316f66b5644eab425a39d10814073cfd4d8f421426a8e0340014090d653,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,382422,180571,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x9973bb0fe5f8df5de730776df09e946c74254fb3,1e+17,WETH,1155.5732631440578,transfer,0x9973bb0fe5f8df5de730776df09e946c74254fb3,0x0eee7f7319013df1f24f5eaf83004fcf9cf49245,5.134538161290661e+23,BAO,0.00022525046878,transfer,0x0eee7f7319013df1f24f5eaf83004fcf9cf49245,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.0853332849864192e+17,WETH,1155.5732631440578,transfer,,,8106662073709831.0,WETH,1155.5732631440578,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11704009,0x198d3a2a0e761a9bda777b4d150206d29f0f17df58aa8da58e0bae341912faa1,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,378698,178709,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x34b13f8cd184f55d0bd4dd1fe6c07d46f245c7ed,2e+18,WETH,1155.5732631440578,transfer,0x34b13f8cd184f55d0bd4dd1fe6c07d46f245c7ed,0x4d5ef58aac27d99935e5b6b4a6778ff292059991,1.1348470319021638e+19,DPI,203.12468400854644,transfer,0x4d5ef58aac27d99935e5b6b4a6778ff292059991,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,2.006507139357772e+18,WETH,1155.5732631440578,transfer,,,6181782389883398.0,WETH,1155.5732631440578,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11704058,0xd7a575d758b38e6fe31c6666feb7c158d725d5d109553182a0f100d6373d7fd1,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,377500,178110,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x2855d51a6c054e5e879bfce18e3a028ae5c190f7,1.6666666666666666e+17,WETH,1140.3641030102692,transfer,0x2855d51a6c054e5e879bfce18e3a028ae5c190f7,0x9b84b70f3e2d41677426da48eb3d61f985c008c4,7.605935135637069e+20,ZHEGIC,0.25457523107549,transfer,0x9b84b70f3e2d41677426da48eb3d61f985c008c4,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.7310701456893062e+17,WETH,1140.3641030102692,transfer,,,6118330507150770.0,WETH,1140.3641030102692,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11704074,0x203804a1bc97c8c720fc57ed0f5e8bf134789a95a8e444b2c594dde14b94dc5b,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,402564,190642,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0xd8b8b575c943f3d63638c9563b464d204ed8b710,5e+17,WETH,1139.6314591395442,transfer,0xd8b8b575c943f3d63638c9563b464d204ed8b710,0xde5b7ff5b10cc5f8c95a2e2b643e3abf5179c987,632025216841.0,BASE,0.89656085082331,transfer,0xde5b7ff5b10cc5f8c95a2e2b643e3abf5179c987,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,5.06192460398963e+17,WETH,1139.6314591395442,transfer,,,5882837379014862.0,WETH,1139.6314591395442,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11704260,0x61e455e38316626fb5bbdb48868eed2f8fa1af98658fffd435ef6dc5cb61eafa,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,380600,179660,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x68d1427ab456c205068c891b5902bafbf05584f1,1.6666666666666666e+17,WETH,1139.660388278317,transfer,0x68d1427ab456c205068c891b5902bafbf05584f1,0xae938f702c8f3ac9a9862635059989c7a9ddb5e6,5.816489226797987e+22,DOGY,,transfer,0xae938f702c8f3ac9a9862635059989c7a9ddb5e6,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.793915824771143e+17,WETH,1139.660388278317,transfer,,,1.208867001992526e+16,WETH,1139.660388278317,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11704283,0xba6e60ad1c1b07e5917d870fb7f0dbe10be0abbd3f5997837febe12b9ba1ca37,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,353262,178007,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x0e799edd5671f69496ea454b53df2abd7dfed01f,1.6666666666666666e+17,WETH,1148.2709932106134,transfer,0x0e799edd5671f69496ea454b53df2abd7dfed01f,0xf2928d6dbdc24a1227ca8bbfcdddcba097e4e44a,4.0301785933890695e+21,DNA,0.04789779542605,transfer,0xf2928d6dbdc24a1227ca8bbfcdddcba097e4e44a,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.7630657824151834e+17,WETH,1148.2709932106134,transfer,,,9157915996109092.0,WETH,1148.2709932106134,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11704429,0xf104b8b9ab7c554ac52e2913c81df30f19b8bf0d178991e0dbcb5c2a819a8787,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,610812,294766,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x31d64f9403e82243e71c2af9d8f56c7dbe10c178,1e+18,WETH,1158.1770234274638,transfer,0x31d64f9403e82243e71c2af9d8f56c7dbe10c178,0x7b890092f81b337ed68fba266afc7b4c3710a55b,2.6151845037406618e+19,NFTX,44.36326634404339,transfer,0x7b890092f81b337ed68fba266afc7b4c3710a55b,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.0196720224107099e+18,WETH,1158.1770234274638,transfer,,,1.8688421290174372e+16,WETH,1158.1770234274638,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11704494,0xcb401d59a4b97c8b7be5c0817a5aa4c073b89ea8e0e9e80a7c222cdbe448bfcf,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,380600,179660,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x68d1427ab456c205068c891b5902bafbf05584f1,1.6666666666666666e+17,WETH,1161.6747686100384,transfer,0x68d1427ab456c205068c891b5902bafbf05584f1,0xae938f702c8f3ac9a9862635059989c7a9ddb5e6,5.243260307113049e+22,DOGY,,transfer,0xae938f702c8f3ac9a9862635059989c7a9ddb5e6,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.776416555901149e+17,WETH,1161.6747686100384,transfer,,,1.0426239477275844e+16,WETH,1161.6747686100384,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11704529,0x2b3a5c2f886ef57de6da06f1f248fbec07e8028aa52ba6162b7ff9fd004ab9e0,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,353782,178267,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27,1e+18,WETH,1164.696524642502,transfer,0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27,0xfcff3b04c499a57778ae2cf05584ab24278a7fcb,2.541651540928534e+19,WNXM,,transfer,0xfcff3b04c499a57778ae2cf05584ab24278a7fcb,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.0079486561916919e+18,WETH,1164.696524642502,transfer,,,7551223382107312.0,WETH,1164.696524642502,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11704660,0x18e1a1e9891fcc087987e59627a52f8ca7f0b662163a878d5eb56936e8fd1985,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,610812,294766,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x31d64f9403e82243e71c2af9d8f56c7dbe10c178,1e+18,WETH,1173.338767758282,transfer,0x31d64f9403e82243e71c2af9d8f56c7dbe10c178,0x7b890092f81b337ed68fba266afc7b4c3710a55b,2.6073572460383355e+19,NFTX,46.84036284869202,transfer,0x7b890092f81b337ed68fba266afc7b4c3710a55b,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.017079906050798e+18,WETH,1173.338767758282,transfer,,,1.6225910748258044e+16,WETH,1173.338767758282,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11704796,0xe440a62af59550d2a5158ff671408af24412c443f831965095458acb2ad4f04b,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,377658,178189,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x4d96369002fc5b9687ee924d458a7e5baa5df34e,1e+18,WETH,1163.0700035287132,transfer,0x4d96369002fc5b9687ee924d458a7e5baa5df34e,0xb2c29e311916a346304f83aa44527092d5bd4f0f,8.503517292682368e+18,MPH,136.4161291716912,transfer,0xb2c29e311916a346304f83aa44527092d5bd4f0f,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.0063110450044617e+18,WETH,1163.0700035287132,transfer,,,5995492754238568.0,WETH,1163.0700035287132,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11705282,0x2ca8eccdd77f1622a86f804b2db0c7fccb0b1e1dac2efa5283a0a8d5af7333bf,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,377814,178267,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27,1e+18,WETH,1212.9532104909667,transfer,0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27,0xfcff3b04c499a57778ae2cf05584ab24278a7fcb,2.700127030623145e+19,WNXM,,transfer,0xfcff3b04c499a57778ae2cf05584ab24278a7fcb,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.0129789031363892e+18,WETH,1212.9532104909667,transfer,,,1.2329957979569732e+16,WETH,1212.9532104909667,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11705307,0x6c02556488d88fbb8fe4e631eb3a3069f5fd2d0ed84fff21112f9815d1827622,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,378044,178382,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x48a91882552dad988ae758fcb7070b8e9844dec5,1e+18,WETH,1208.7646002342744,transfer,0x48a91882552dad988ae758fcb7070b8e9844dec5,0x4441eb3076f828d5176f4fe74d7c775542dae106,7.797337847884583e+20,ARCH,1.56027506876112,transfer,0x4441eb3076f828d5176f4fe74d7c775542dae106,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.0076914200735309e+18,WETH,1208.7646002342744,transfer,,,7306849069854317.0,WETH,1208.7646002342744,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11705342,0x8ef97c921d19b312d6ff00e29eb59ebdff1c7bcca5e217ff9156030f7dfa478e,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,378420,178570,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x382c4a5147fd4090f7be3a9ff398f95638f5d39e,2e+18,WETH,1208.7458105848925,transfer,0x382c4a5147fd4090f7be3a9ff398f95638f5d39e,0x9346c20186d1794101b8517177a1b15c49c9ff9b,1.9727332294674195e+21,YUSD,,transfer,0x9346c20186d1794101b8517177a1b15c49c9ff9b,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,2.012713892167301e+18,WETH,1208.7458105848925,transfer,,,1.2078197558936002e+16,WETH,1208.7458105848925,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11705382,0xe150ddeb053122b06f467dea890c42e55975ce384ba9ad29ff557b8f96e30418,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,377566,178143,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0xd3772a963790fede65646cfdae08734a17cd0f47,5e+17,WETH,1200.9638716961974,transfer,0xd3772a963790fede65646cfdae08734a17cd0f47,0x9cbc2a6ab3f10edf7d71c9cf3b6bdb7ee5629550,1.594636166739102e+21,ADX,0.38060712987881,transfer,0x9cbc2a6ab3f10edf7d71c9cf3b6bdb7ee5629550,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,5.078425941995882e+17,WETH,1200.9638716961974,transfer,,,7450464489608824.0,WETH,1200.9638716961974,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11705464,0x91bafb3aa0ce2f9ac1f4a4762082171ed33bc73493f3764ecb78eb8a7f98027e,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,386298,182509,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0xa73df646512c82550c2b3c0324c4eedee53b400c,1e+18,WETH,1201.1736068908995,transfer,0xa73df646512c82550c2b3c0324c4eedee53b400c,0x3452a7f30a712e415a0674c0341d44ee9d9786f9,1.601822197018372e+20,INDEX,7.09460903222222,transfer,0x3452a7f30a712e415a0674c0341d44ee9d9786f9,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.0085885494207558e+18,WETH,1201.1736068908995,transfer,,,8159121949718084.0,WETH,1201.1736068908995,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11705476,0x8fd6a30923599bd8df97063c7da0c7e814ddfabd857270a6085ef9d91e2ea6f0,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,377790,178255,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27,1e+18,WETH,1201.1736068908995,transfer,0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27,0xfcff3b04c499a57778ae2cf05584ab24278a7fcb,2.7761439197492744e+19,WNXM,,transfer,0xfcff3b04c499a57778ae2cf05584ab24278a7fcb,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.0136022820816654e+18,WETH,1201.1736068908995,transfer,,,1.2922167977582162e+16,WETH,1201.1736068908995,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11705481,0x2c0f948ab7f6667d2eb24d48abe0b465cf3cbf12545d44f9533f46b02e8a0c57,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,610836,294778,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x7b890092f81b337ed68fba266afc7b4c3710a55b,1e+18,WETH,1201.1736068908995,transfer,0x7b890092f81b337ed68fba266afc7b4c3710a55b,0x31d64f9403e82243e71c2af9d8f56c7dbe10c178,2.519735777728885e+19,NFTX,46.66208368631871,transfer,0x31d64f9403e82243e71c2af9d8f56c7dbe10c178,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.0124597222505868e+18,WETH,1201.1736068908995,transfer,,,1.1836736138057416e+16,WETH,1201.1736068908995,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11705569,0x0757c078fc33f0ed024f7f15e6b7597d20d5226f975a32741795f18efcb447ca,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,610836,294778,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0x7b890092f81b337ed68fba266afc7b4c3710a55b,1e+18,WETH,1213.2576445330621,transfer,0x7b890092f81b337ed68fba266afc7b4c3710a55b,0x31d64f9403e82243e71c2af9d8f56c7dbe10c178,2.4315396649249227e+19,NFTX,48.80254222961093,transfer,0x31d64f9403e82243e71c2af9d8f56c7dbe10c178,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,1.0109934243120893e+18,WETH,1213.2576445330621,transfer,,,1.0443753096484876e+16,WETH,1213.2576445330621,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11705578,0x324ac168e50d1de2e18244b1723a8914581df4b66dd4f757ed6ab166b829672c,0x8f014e45a70e224c3eb6c2db8b77f72c5ee061e2,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0.0,402602,190661,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,0xbcd6a2ddafbaa7f424698ed69e717c0c0f1e99bf,5e+17,WETH,1215.389668900414,transfer,0xbcd6a2ddafbaa7f424698ed69e717c0c0f1e99bf,0x6a928d733606943559556f7eb22057c1964ce56a,6.1785408637710945e+22,UBXT,0.00971214344734,transfer,0x6a928d733606943559556f7eb22057c1964ce56a,0x25b69cfa68d6351f0cc19626680b3f399fa7ce50,5.069361302021461e+17,WETH,1215.389668900414,transfer,,,6589323692038790.0,WETH,1215.389668900414,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
11705782,0x0548020311d4b8ddf7decc7e2d20fd3336aafe846e65c8b96a8971f412b72d59,0x33a330a68d824bf56c7dbc42d4cd827368441321,0xc35d77d25d81be78ad60ce14fea7c92d438782e3,0.0,372650,175685,0xc35d77d25d81be78ad60ce14fea7c92d438782e3,0x60b2cc2c6ecd3dd89b4fd76818ef83186e2f2931,1.5e+18,WETH,1227.3174230110694,transfer,0x60b2cc2c6ecd3dd89b4fd76818ef83186e2f2931,0xf55c33d94150d93c2cfb833bcca30be388b14964,2.3384297524180377e+21,ALPHA,,transfer,0xf55c33d94150d93c2cfb833bcca30be388b14964,0xc35d77d25d81be78ad60ce14fea7c92d438782e3,1.5231775533073178e+18,WETH,1227.3174230110694,transfer,,,1.50654096497566e+16,WETH,1227.3174230110694,burn,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,
