timestamp,ETH / USD Denominated Closing Price,ETH / Free Float MVRV (Free Float Market Cap / Realized Market Cap),ETH / Daily Inflation Rate,ETH / Coinbase Issuance (USD),ETH / Total Issuance (USD),ETH / 1 Day Active Supply,ETH / Active Supply (transacted at least once),ETH / Free Float Supply (native units),ETH / SER (Supply Equality Ratio),ETH / NDF (Network Distribution Factor),ETH / Tx Cnt,ETH / Tx per Second Cnt,ETH / Xfer Cnt,"ETH / Xfer'd Val, Adj (USD)",ETH / Mean Tx Size (USD),ETH / Median Tx Fee (USD),ETH / Mean Tx Fee (USD),ETH / Median Tx Size (USD),ETH / Total Fees (USD),ETH / Block Gas Limit,ETH / Mean Block Gas Limit,ETH / Tx Gas Limit,ETH / Tx Gas Used,ETH / Mean Gas Limit per Tx,ETH / All Time Miner Revenue (USD),ETH / Mean Gas Used per Tx,ETH / Miner Revenue (native units),ETH / Miner Revenue (USD),ETH / Miner Revenue per Hash (native units),ETH / Miner Revenue per Hash per Sec (native units),ETH / Miner Revenue per Hash per Sec (USD),ETH / Miner Revenue per Hash (USD),ETH / Free Float NVT,ETH / BTC Denominated Price,ETH / Free Float Market Cap (USD),ETH / Realized Market Cap (USD),ETH / MVRV (Market Cap / Realized Market Cap),ETH / Active Market Cap (1yr) (USD),ETH / Market Cap (USD),ETH / 30 Day Volatility,ETH / 180 Day Volatility,"ETH / ROI, 1 Year","ETH / ROI, 30 Days",ETH / Annual Inflation Rate,ETH / Coinbase Issuance (native units),ETH / Total Issuance (native units),ETH / 10 Year Active Supply,ETH / 5 Year Active Supply,ETH / 4 Year Active Supply,ETH / 3 Year Active Supply,ETH / 2 Year Active Supply,ETH / 1 Year Active Supply,ETH / 180 Day Active Supply,ETH / 90 Day Active Supply,ETH / 30 Day Active Supply,ETH / 7 Day Active Supply,ETH / 1 Year Active Supply %,ETH / Current Supply (native units),ETH / 10 Year Expected Supply (native units),ETH / Value in Top 100 Addrs (native units),ETH / Value in Top 10% of Addrs (native units),ETH / Value in Top 1% of Addrs (native units),ETH / Val in Addrs w/ Bal ≥ .1% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .01% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .001% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .0001% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .00001% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .000001% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .0000001% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .00000001% of Current Supply,ETH / Val in Addrs w/ Bal ≥ 1M (native units),ETH / Val in Addrs w/ Bal ≥ 100K (native units),ETH / Val in Addrs w/ Bal ≥ 10K (native units),ETH / Val in Addrs w/ Bal ≥ 1K (native units),ETH / Val in Addrs w/ Bal ≥ 100 (native units),ETH / Val in Addrs w/ Bal ≥10 (native units),ETH / Val in Addrs w/ Bal ≥ 1 (native unit),ETH / Val in Addrs w/ Bal ≥.1 (native units),ETH / Val in Addrs w/ Bal ≥ .01 (native units),ETH / Val in Addrs w/ Bal ≥ .001 (native units),ETH / Val in Addrs w/ Bal ≥ $10M USD,ETH / Val in Addrs w/ Bal ≥ $1M USD,ETH / Val in Addrs w/ Bal ≥ $100K USD,ETH / Val in Addrs w/ Bal ≥ $10K USD,ETH / Val in Addrs w/ Bal ≥ $1K USD,ETH / Val in Addrs w/ Bal ≥ $100 USD,ETH / Val in Addrs w/ Bal ≥ $10 USD,ETH / Val in Addrs w/ Bal ≥ $1 USD,ETH / Active Addr Cnt,ETH / Addr Cnt with ≥ .1% Supply,ETH / Addr Cnt with ≥ .01% Supply,ETH / Addr Cnt with ≥ .001% Supply,ETH / Addr Cnt with ≥ .0001% Supply,ETH / Addr Cnt with ≥ .00001% Supply,ETH / Addr Cnt with ≥ .000001% Supply,ETH / Addr Cnt with ≥ .0000001% Supply,ETH / Addr Cnt with ≥ .00000001% Supply,ETH / Addr Cnt of Bal ≥ 1M (native units),ETH / Addr Cnt of Bal ≥ 100K (native units),ETH / Addr Cnt of Bal ≥ 10K (native units),ETH / Addr Cnt of Bal ≥ 1K (native units),ETH / Addr Cnt of Bal ≥ 100 (native units),ETH / Addr Cnt of Bal ≥ 10 (native units),ETH / Addr Cnt of Bal ≥ 1 (native unit),ETH / Addr Cnt of Bal ≥ 0.1 (native units),ETH / Addr Cnt of Bal ≥ 0.01 (native units),ETH / Addr Cnt of Bal ≥ 0.001 (native units),ETH / Addr Cnt of Bal > 0 (native units),ETH / Addr Cnt of Bal ≥ $10M,ETH / Addr Cnt of Bal ≥ $1M,ETH / Addr Cnt of Bal ≥ $100K,ETH / Addr Cnt of Bal ≥ $10K,ETH / Addr Cnt of Bal ≥ $1K,ETH / Addr Cnt of Bal ≥ $100,ETH / Addr Cnt of Bal ≥ $10,ETH / Addr Cnt of Bal ≥ $1,"ETH / Xfer'd Val, Adj (native units)",ETH / Mean Tx Size (native units),ETH / Median Tx Size (native units),ETH / 1 Year Current Supply Velocity,ETH / Mean Tx Fee (native units),ETH / Median Tx Fee (native units),ETH / Mean Tx Fee per Byte (native units),ETH / Total Fees (native units),ETH / NVT,ETH / Free Float NVT 90-Day Moving Avg,ETH / NVT 90-day Moving Avg,ETH / Mean Hash Rate,ETH / Difficulty,ETH / Mean Difficulty,ETH / Mean Block Size (in bytes),ETH / Block Cnt,ETH / Exchange Deposits (native units),ETH / Exchange Deposits (USD),ETH / Exchange Withdrawals (native units),ETH / Exchange Withdrawals (USD),ETH / Exchange Withdrawal Cnt,ETH / USD 10:30am London Price / Index Value,ETH / USD 11:00am London Price / Index Value,ETH / USD 12:00pm New York Price / Index Value,ETH / USD 4:00pm New York Price / Index Value,ETH / USD 3:15pm Chicago Price / Index Value
2021-01-22,1235.372048,1.86732635,0.011800987,16672503.95,16672503.95,22401150.97,110990744.1,110254940.2,0.037384806,0.658280679,1182794,13.68974537,677290,9341572162,19078.67893,5.039936226,10.84463216,185.3058072,12826965.85,80971229937,12493632.15,2.0405E+11,79078691115,172515.0634,9292341637,66857.53488,23879.01673,29499469.8,0.000859009,74.21838336,91687.31625,1.06119579,14.58061544,0.03745091,1.36206E+11,72941653209,1.93689862,92901318726,1.41281E+11,0.076790886,0.050505263,661.8392435,109.9156286,4.307360292,13495.9375,13495.9375,110990744.1,110675185.6,108388918.9,100125914.5,84623054.98,75201085.28,66598841.96,55832111.89,46336568.68,29191412.03,65.756606,114362784.8,163850614.3,39613963.05,114138609.6,112043424.2,45362888.08,75282811.63,91404742.55,103063823.1,110174063.2,113009464.3,113988272.2,114265829.3,18235318.36,48955843.47,77331665.02,92707549.31,103920679.8,110546948,113159578.6,114026636.8,114275978.3,114356326.7,78955500.75,93995026.36,104657051.7,110923341.3,113335931.6,114079329,114290600.5,114357859.5,534147,144,1044,6011,43190,250152,987150,3456145,10461119,8,179,1243,7269,51408,285724,1131703,3822493,11433068,31113245,53194489,1421,8676,59503,327090,1322300,4395795,13035883,32827869,7561748.04,15.44367057,0.15,14.9752858,0.008778434,0.004079691,3.70672E-05,10383.07923,15.12385552,37.87937487,39.29067296,321.7399201,4.32091E+15,4.28952E+15,43220.96112,6481,661019.8438,816605438.2,1031386.025,1274145466,34959,,,,,
2021-01-23,1232.761748,1.85892227,0.011854451,16714631.3,16714631.3,16496886.11,111007951.2,110234298.5,0.037467216,0.658329492,1140666,13.20215278,669641,5797549525,14220.3399,3.287775582,6.848436208,131.304659,7811778.336,81713373118,12492489.39,1.90634E+11,79897258632,167124.933,9321841107,70044.39392,19895.49861,24526409.64,0.000699718,60.45566634,74527.43292,0.862586029,23.43966635,0.038480175,1.35893E+11,73102909555,1.92877113,92765711027,1.40999E+11,0.076894263,0.050457581,659.8028068,101.4666938,4.326874579,13558.6875,13558.6875,111007951.2,110654251.9,108407017.2,100138801.1,84665572.45,75250315.94,66664713.55,55853903.74,44685740.97,28056560.2,65.791853,114376343.5,163851900.8,39654655.75,114151764.5,112051243.8,45277253.65,75297320.08,91443653.59,103068696,110178095.3,113019902.3,114001483.4,114279495,18256244.54,48870209.05,77327270.79,92745837.11,103925512.6,110552534.4,113170360.7,114039927.5,114289662.1,114369881.2,79004783.31,94016195.33,104651729.9,110925536.4,113345939.7,114092343.2,114304199.9,114371366.7,514786,143,1046,6020,43118,250068,988622,3462705,10479112,8,178,1243,7277,51336,285787,1133502,3829798,11452710,31115439,53229884,1427,8665,59304,326726,1323071,4399593,13045158,32771440,4702895.376,11.53535136,0.1065126,15.04728333,0.005555361,0.002667,2.30217E-05,6336.811105,24.32040996,37.21094924,38.60914771,329.0923715,4.40625E+15,4.34513E+15,42081.35423,6541,343353.933,423273594.6,402864.8164,496636335.3,26157,,,,,
2021-01-24,1387.230296,2.02922204,0.01180508,18732897.82,18732897.82,15014834.73,111021704.9,110247384.5,0.037547521,0.657930207,1117744,12.93685185,688362,6945319666,15245.88999,3.710205691,7.938916369,199.1131224,8873676.137,80959809737,12491870.04,1.89435E+11,79292330473,169480.0284,9346367517,70939.61629,19900.49816,27606573.95,0.000701233,60.58651264,84047.44588,0.972771364,22.02037043,0.04306015,1.52939E+11,75368051963,2.10546853,1.04434E+11,1.58685E+11,0.07881299,0.051094249,764.2024176,121.6588342,4.308854054,13503.8125,13503.8125,111021704.9,110667589.2,108419959.8,100148660.4,84693897.1,75282093.02,66136350.75,55890563.24,44679296.68,28136434.82,65.811866,114389847.3,163904143.2,39691792.95,114164630.3,112057131,45185295.28,75260535.98,91430168.65,103059476.1,110182379.9,113030107.4,114014624,114293035.4,18240953.98,49003740.92,77342000.12,92739196.31,103919960.2,110558085.2,113180886,114053143,114303221.5,114383381.3,79759418.49,94535181.41,105044462.3,111118155.8,113421977.3,114122944.1,114323498.9,114385673.8,516253,142,1040,6016,43078,250401,990400,3472441,10498215,8,179,1242,7279,51330,286240,1135581,3840235,11473545,31127339,53255574,1522,9353,64485,351469,1410454,4636340,13821879,33830810,5006608.985,10.9901651,0.143532853,15.10799161,0.005722854,0.002674542,2.31727E-05,6396.685656,22.84776936,41.25642715,42.8066065,328.4641629,4.39965E+15,4.37831E+15,42592.85496,6481,583264.3038,809121913.1,524390.9618,727451029.4,29600,,,,,
2021-01-25,1325.607594,1.932259,0.011839083,17954443.5,17954443.5,19770924.75,111035650.6,110256841.1,0.037633347,0.658520435,1207263,13.97295139,728265,8679381501,17574.22147,4.685015382,9.459508647,218.3084024,11420114.79,81518084178,12495107.94,1.97073E+11,79682201352,163239.4793,9373974091,66002.35521,22159.31655,29374558.29,0.000766781,66.24986139,87821.31935,1.016450455,16.83959921,0.040888946,1.46157E+11,75640639155,2.00492759,99910450816,1.51654E+11,0.079886277,0.05124695,693.0214334,108.4921836,4.321265295,13544.3125,13544.3125,111035650.6,110677450.5,108433935.1,100153162.3,84729179.83,75369552.26,66204107.48,55990120.91,44725114.19,28484633.99,65.880523,114403391.7,163892015.9,39747074.31,114177331.3,112063603.2,45453528.83,75336971.28,91460321.92,103064803.8,110186063.2,113038939,114027557.7,114306558.7,18269913.81,49046492.23,77418626.81,92758169.17,103925990.3,110561452.3,113190265.8,114066166.3,114316783.7,114396922.5,79599935.01,94378549.9,104900019,111059893.8,113409539.2,114130213.4,114334431.2,114398967.4,546624,144,1041,5996,42981,250323,992067,3483992,10526291,8,179,1243,7249,51241,286130,1137777,3852598,11505223,31161362,53304046,1491,9082,62372,342998,1382918,4570546,13495271,33529324,6547474.186,13.257484,0.16468554,15.16608488,0.00713598,0.00353424,2.92682E-05,8615.004048,17.47290458,38.5779129,40.02875499,334.4809496,4.43162E+15,4.42999E+15,45117.6237,6524,649517.8729,861005824.6,672860.6465,891949182.5,38866,,,,,
2021-01-26,1361.849003,1.95407874,0.011854,18469991.99,18469991.99,22223665.49,111052981.9,110253863.2,0.037634853,0.658975478,1194595,13.82633102,709335,8670457610,17454.33978,3.702870163,7.619469692,167.038461,9102180.397,81389687078,12494578.92,1.97195E+11,79443454330,165072.3816,9403348649,66502.41658,20246.13032,27572172.38,0.000700244,60.50105355,82393.29946,0.953626151,17.31732285,0.041722498,1.50149E+11,76838824603,2.02786307,1.02736E+11,1.55819E+11,0.079209543,0.051146277,701.3973008,97.80496849,4.32671,13562.4375,13562.4375,111052981.9,110678257.7,108451686.9,100175417.4,84788214.65,75438848.38,66280645.72,55990583.41,44752033.95,28383193.38,65.933278,114416954.1,163913184.6,39672187.66,114190869.8,112078168.1,45300340.79,75397967.03,91499972.87,103078242.6,110198908.7,113051542.6,114040884,114320125.8,18240965.6,48893304.18,77479014.12,92789277.37,103937885.5,110574440.3,113202852.4,114079550.7,114330378.3,114410481,79814185.76,94531669.16,105006991.6,111111200,113436926.7,114147260.2,114349075.8,114412692.5,562311,143,1044,6003,42927,250224,991781,3484067,10533477,8,178,1246,7248,51173,286044,1137466,3853208,11514939,31167702,53335380,1515,9247,63575,348056,1402410,4620314,13646050,33759445,6366680.588,12.81664836,0.12265564,15.31530497,0.005594945,0.002719002,2.3199E-05,6683.692815,17.97121004,38.84882446,40.31572261,334.6409546,4.66207E+15,4.43814E+15,44228.15167,6514,604122.0095,822722956.3,731860.0011,996682812.8,32291,,,,,
2021-01-27,1245.938151,1.81960702,0.011701,16682722.48,16682722.48,22858093.58,111066340.8,110267112,0.037738428,0.658763748,1140980,13.20578704,669054,7162515802,15161.1299,4.041054617,8.444461922,198.4265479,9634962.164,80799094369,12492129.62,1.97873E+11,78852380274,173423.8971,9430920821,69109.34484,21122.78578,26317684.64,0.000714396,61.72378792,76904.02216,0.890092849,19.18124936,0.041040246,1.37386E+11,75503116824,1.88830789,94159766384,1.42573E+11,0.081443582,0.051623898,610.8427912,70.55536539,4.270865,13389.6875,13389.6875,111066340.8,110691476.6,108464882.4,100181207.6,84923643.67,75573387.28,66377358.82,56186079.32,44821338.82,29057528.55,66.043136,114430343.8,163812570.2,39877566.02,114203309.7,112084005,45157720.52,75382562.14,91500396.11,103080821.4,110200469.7,113060317.9,114053443.7,114333462.5,18348464.88,48757886.61,77465316.54,92807552.39,103942544.7,110577233.1,113211994.9,114092206.3,114343737.1,114423868.3,79102155.14,94112522.37,104706341.2,110972019.4,113395730.3,114146513.4,114358697.4,114425444.9,503736,140,1042,6015,42916,250195,993545,3494790,10562823,8,175,1244,7278,51182,286130,1139583,3864819,11546320,31209978,53388290,1424,8711,59622,329744,1339037,4457654,13191031,32978181,5748692.902,12.16844503,0.159258746,15.37116498,0.006777593,0.003243383,2.6839E-05,7733.098276,19.90545429,34.95508525,36.27484522,342.214671,4.5251E+15,4.57135E+15,44546.8726,6468,785498.243,978682228.1,732241.4349,912327539.1,33691,,,,,
2021-01-28,1341.774703,1.88280724,0.01184434,18187923.82,18187923.82,22652616.12,111083045.7,110259932,0.037834044,0.658284551,1190834,13.78280093,702188,7275270176,15981.83647,4.156147143,8.264867039,206.3839757,9842084.676,81193932209,12495218.87,1.94902E+11,79431279022,163668.6804,9457238506,66702.22636,20890.24963,28030008.5,0.000717452,61.98787263,83173.75939,0.962659252,20.33518811,0.040039485,1.47944E+11,78576279269,1.95425299,1.01463E+11,1.53558E+11,0.082022748,0.051270444,668.1471622,83.31850885,4.323184246,13555.125,13555.125,111083045.7,110687448.4,108480804.8,100154266.2,84940291.59,75618448.93,66427400.99,57408947.89,45784050.85,29557863.9,66.074688,114443898.9,163850797.4,39816523.72,114215878.3,112090771.6,45214652.71,75336650.57,91519357.03,103076279.1,110203051.7,113069805.1,114065900.5,114346821.6,18344462.12,48707978.71,77429537.63,92829621.98,103941117,110579797.9,113221952,114104728.5,114357125.6,114437420.4,79697562.23,94502462.23,104968360.7,111098932.6,113450495.6,114170919.2,114375276.9,114439543.8,555693,141,1042,6012,42857,250358,995589,3503058,10600080,8,175,1245,7278,51153,286288,1142074,3873653,11586312,31281133,53472247,1505,9190,62992,345870,1399194,4619604,13642203,33753158,5422125.01,11.91096868,0.15381418,15.35597248,0.006159653,0.0030975,2.49686E-05,7335.124632,21.10683518,37.05940435,38.46567513,337.0054294,4.56706E+15,4.48035E+15,45209.86642,6498,568622.2131,762962901.1,485478.6989,651403037,33854,,,,,
2021-01-29,1383.408895,1.90917485,0.011721728,18560332.52,18560332.52,22073215.71,111102982.6,110272082.8,0.037914956,0.65869898,1293963,14.97642361,765981,9849869943,16818.62195,6.081935863,11.65584402,248.3218967,15082230.89,80627103348,12494514.7,2.07328E+11,78954526916,160226.9641,9485268514,61017.60786,24318.597,33642563.41,0.000848949,73.34920118,101471.9374,1.17444372,15.48765427,0.040490629,1.52551E+11,79904352351,1.98163509,1.04737E+11,1.58341E+11,0.082038103,0.051181912,650.8050061,84.15788677,4.278430647,13416.375,13416.375,111102982.6,110703923.6,108498066.5,100162228.9,84982415.09,75709591.53,66154524.81,57487396.65,45153091.43,29555197.81,66.146573,114457315.3,163903178.8,39891154.51,114227753.8,112099325.9,45015663.4,75392916.88,91505600.61,103079876.4,110207074.3,113077269.4,114077525.9,114360034.2,18338634.32,48617957.52,77550557.48,92813353.84,103944296.1,110583934.2,113229933.1,114116547.1,114370386.7,114450833,79862550.98,94596646.98,105054905.6,111145145.6,113474547.7,114186790.9,114390784.5,114453123.3,630359,139,1045,5984,42888,250475,996638,3512702,10656465,8,174,1254,7247,51179,286414,1143608,3885071,11647207,31366537,53572828,1522,9306,64156,351711,1422388,4685786,14008533,34065803,7119998.994,12.15737589,0.1795,15.41086224,0.008425451,0.00439634,3.63287E-05,10902.222,16.0754679,37.30170662,38.71744403,331.5454921,4.44143E+15,4.43948E+15,46505.4181,6453,794838.5423,1099586710,821403.2333,1136336540,41580,,,,,
2021-01-30,1379.868542,1.90243539,0.011625308,18362686.87,18362686.87,20664800.88,111117084.3,110284884,0.038039646,0.658612389,1218241,14.10001157,762782,7207021491,13275.05229,4.955107936,9.789119437,200.0809386,11925506.65,79833355956,12493482.94,1.91507E+11,78022454246,157199.3538,9518911078,64045.17189,21950.05726,30288193.52,0.000771878,66.69023468,92023.75691,1.065089779,21.1153307,0.040170942,1.52179E+11,79991490210,1.97464019,1.04482E+11,1.57954E+11,0.08186383,0.051144482,665.8972198,86.7145165,4.24323742,13307.5625,13307.5625,111117084.3,110717519.6,108511678.6,100152262.8,85019191.83,75719146.19,66184043.34,57463459.56,45050788.49,29062260.99,66.14723,114470622.8,163826325.8,40097606.17,114240487.4,112103338,45202295.68,75391770.39,91508090.16,103075609,110206251.5,113087286.8,114090041.4,114373273.1,18422895.78,48808516.87,77549975.78,92816287.37,103936143.2,110585359.6,113240634.3,114129205.9,114383659,114464137.5,79869771.65,94587518.38,105043491.4,111144891,113485424.3,114199299.8,114403902.1,114466413.1,604318,139,1035,5972,42813,250608,999471,3516934,10681119,8,174,1244,7235,51066,286759,1147096,3890620,11674977,31408220,53627022,1513,9279,63991,351788,1425839,4688946,14016432,34087031,5222976.878,9.620519553,0.145,15.47081675,0.007094241,0.003591,3.03023E-05,8642.494763,21.91673935,36.58611881,37.97470384,329.1345033,4.1822E+15,4.44947E+15,44633.7,6390,627907.7853,866430200.5,494472.5866,682307167.3,39462,,,,,
2021-01-31,1317.346364,1.83702374,0.012003168,18102644.4,18102644.4,21339081.62,111131317.2,110298583.5,0.038116443,0.658570329,1244924,14.40884259,779542,6619112610,12375.30363,5.550592578,10.85795973,212.559835,13517334.66,82921985572,12493895.67,1.97673E+11,81106444836,158782.9605,9549199271,65149.71583,24002.78311,31619979.06,0.000812726,70.21956329,92503.48639,1.070642204,21.95180026,0.039729568,1.45301E+11,79096113219,1.90673796,99796646766,1.50816E+11,0.082588793,0.051297091,617.655463,80.23266572,4.381156138,13741.75,13741.75,111131317.2,110731711.9,108534882.2,100151928.7,85052380.95,75755814.48,66216784.68,57539797.29,44890440.61,29120816.84,66.171319,114484364.6,163719374.8,40017117.22,114253017.9,112111266.6,45270611.87,75396005.64,91531678.28,103087023.2,110211081.9,113094438.2,114102676.3,114386986.1,18363034.98,48768025.57,77488549,92836701.57,103948934.1,110589849.5,113248404.2,114142015.2,114397411.2,114477876.5,79625970.03,94412791.37,104902823.8,111085351.5,113470234,114206073.6,114414929.3,114479895.8,572249,140,1036,5985,42800,250484,999940,3528715,10721979,8,174,1239,7245,51066,286600,1148159,3904006,11719504,31454837,53685370,1482,9028,61935,342995,1395636,4620657,13690930,33787932,5024580.315,9.394115295,0.161354554,15.52188414,0.008242297,0.004213465,3.45375E-05,10261.03311,22.7848611,34.48006368,35.78856643,341.8247279,4.55544E+15,4.4499E+15,44763.97032,6637,406399.89,535369417.5,515481.96,679068285.8,41900,,,,,
2021-02-01,1369.954994,1.88431414,0.011808024,18521705.89,18521705.89,22710023.07,111144940.8,110312047.2,0.038227056,0.658959853,1300451,15.0515162,804788,6044257720,10010.24497,6.605173614,12.78186419,247.2182286,16622188.07,81065963099,12492828.34,1.9871E+11,79271092808,152800.4857,9580819250,60956.61644,25653.32009,35143893.96,0.000856634,74.01319327,101394.7437,1.173550274,25.00266318,0.040808576,1.51123E+11,80200289685,1.95581524,1.03812E+11,1.56857E+11,0.082342614,0.051335826,627.1596325,76.70075606,4.309928687,13519.9375,13519.9375,111144940.8,110745279.4,108548293.3,100127597.4,85074830.93,75777967.92,66232771.74,57454351.2,44938818.53,29521714.42,66.182854,114497884.5,163843692.1,40136713.84,114265196.7,112115818.2,45118577.24,75449509.1,91514855.08,103077134.2,110212026.9,113103688.3,114114873.4,114400452.5,18434435.47,48733056.2,77489835.83,92820669.35,103940063.4,110591768.9,113257877.7,114154391.4,114410935.1,114491393.9,79849036.15,94580488.35,105026384.7,111143996.2,113502037.9,114224054.2,114429969.5,114493636.4,578791,138,1041,5977,42770,250702,1002506,3539253,10768448,8,173,1239,7238,51046,286906,1150925,3916197,11771354,31507571,53748473,1512,9261,63688,350896,1428210,4707782,13946235,34140540,4412011.89,7.306988201,0.18045719,15.57086338,0.009330134,0.004821453,4.07909E-05,12133.38259,25.95139981,35.46158785,36.8071928,346.6046925,4.57756E+15,4.61532E+15,45839.64293,6489,410186.1085,561936507.7,485466.2063,665066853.6,47275,,,,,
2021-02-02,1524.168252,2.00440008,0.011822183,20633808.75,20633808.75,23093159.89,111159163.1,110325057.5,0.038345229,0.659268516,1302891,15.07975694,814123,10695129171,17858.48843,8.636299305,16.11354214,304.8336504,20994189.03,81143597116,12495164.32,1.99243E+11,79406719924,152923.7264,9615963144,60946.55648,27311.94389,41627997.78,0.000912629,78.85112452,120182.3806,1.390999776,15.72247958,0.042818347,1.68154E+11,83892408496,2.0804585,1.1563E+11,1.74535E+11,0.07255768,0.051841188,704.9831084,53.8995978,4.315096832,13537.75,13537.75,111159163.1,110758974.3,108563823.7,100128509.3,85135736.4,75864479.52,66363555.01,57829904.37,45598687.51,30540037.61,66.250578,114511422.3,163829950.2,40224186.04,114277483.2,112119276.3,45193095.56,75493775.47,91525558.9,103069514,110212182.9,113112155.6,114127192.2,114413917.6,18419925.06,48699567.81,77558128.78,92853949.65,103933874.7,110593750.3,113266806.4,114166872.3,114424461.2,114504928.9,80523286.2,95059968.71,105355194.5,111310549.6,113565215.3,114250548.1,114449174.6,114507952.6,607597,138,1040,5974,42698,251023,1004922,3549819,10812501,8,172,1240,7256,50990,287397,1153780,3928259,11821134,31560731,53813421,1602,9930,68471,375085,1509046,4921772,14810627,35308869,7017026.603,11.7168747,0.2,15.6055171,0.010572023,0.005666238,4.53473E-05,13774.19389,16.31908054,38.57597115,40.03976453,346.3735497,4.56842E+15,4.6088E+15,46773.73653,6494,827896.9282,1261854214,694248.7473,1058151900,48054,,,,,
2021-02-03,1659.520054,2.08337193,0.011826,22475398.7,22475398.7,23556033.95,111176454.6,110337290.5,0.038431861,0.660745955,1314906,15.21881944,824400,9251260642,14026.06759,9.3539744,17.30316134,337.491151,22752030.67,81013211729,12494326.3,1.98211E+11,79259433587,150741.4881,9702818571,60277.64235,27253.31896,45227429.36,0.000921435,79.61199237,132117.6979,1.529140022,19.7926481,0.044161573,1.83107E+11,87889706173,2.16244297,1.26046E+11,1.90056E+11,0.07357158,0.052061758,781.4263019,61.0686537,4.31649,13543.3125,13543.3125,111176454.6,110774956.7,108581379.7,100143550.4,85196214.87,75953021.72,66454725.59,57922469.45,45418151.8,31353988.36,66.320056,114524965.6,163955467.5,40374751.32,114290228.9,112126317.5,45229903.39,75671907.72,91589101.83,103077474.7,110215742.6,113122781.9,114139446.7,114427340.3,18469520.9,49056690.11,77732725.08,92907376.9,103939321.3,110597396.9,113278263.2,114179183.8,114437935.7,114518469.4,81067896.56,95430029.41,105625925.6,111431746.8,113616398.4,114272743.1,114466518.8,114521868,632493,137,1046,5955,42554,250783,1007446,3548002,10850755,8,174,1246,7227,50822,287168,1157103,3926943,11864259,31613281,53876998,1668,10414,72508,393627,1574941,5077322,15464995,35955327,5574660.347,8.451881947,0.20336672,15.73126746,0.010426606,0.005636554,4.63098E-05,13710.00646,20.54384634,41.29036596,42.85747563,342.3268046,4.61328E+15,4.56124E+15,45658.49584,6484,696685.8783,1156164187,666678.9641,1106367111,50279,,,,,
2021-02-04,1608.397524,2.000375906,0.011883769,21892702.89,21892702.89,24936253.45,111195975.3,110351857.2,0.038528237,0.660933386,1309863,15.16045139,803610,19265110383,38493.64538,11.97187536,23.08178818,356.3373494,30233980.31,81421699599,12495656.78,2.08729E+11,79265045459,159352.0388,9702818571,60513.99685,32409.0795,52126683.2,0.001070917,92.52721919,148820.5502,1.722460072,9.21300996,0.043318935,1.7749E+11,88728150237,2.076269631,1.22332E+11,1.84224E+11,0.073408933,0.0521159,684.1057084,46.01091134,4.337575722,13611.5,13611.5,111195975.3,110794412.5,108598942.9,100168434.3,85274973.85,76058135.29,66611571.58,58061180.63,45550706.33,31671105.22,66.40394635,114538577.1,163996203.9,40202580.48,114302666.9,112132943,45071560.78,75702369.6,91619782.53,103085560.7,110218292.5,113133037.3,114151278,114440909,18407491.51,48895418.45,77722353.54,92918874.74,103946958.8,110600864.5,113289217,114191174.7,114451548.8,114532079.6,80892742.16,95309904.7,105532993.9,111388750.7,113615066.9,114281553,114478739.2,114535370.2,637964,137,1054,5976,42542,250821,1009837,3547003,10903290,8,174,1250,7230,50806,287295,1160156,3927432,11920818,31672115,53944776,1644,10203,70873,386103,1557235,5024940,15294019,35837388,11977828.93,23.93291759,0.221548059,15.87930971,0.014350798,0.007443356,6.43218E-05,18797.5795,9.562549089,38.44946137,39.90822362,350.2653574,4.72259E+15,4.64447E+15,44850.03069,6516,581432.1964,935174104.8,741876.3925,1193232153,52103,,,,,
