timestamp,ETH / USD Denominated Closing Price,ETH / Free Float MVRV (Free Float Market Cap / Realized Market Cap),ETH / Daily Inflation Rate,ETH / Coinbase Issuance (USD),ETH / Total Issuance (USD),ETH / 1 Day Active Supply,ETH / Active Supply (transacted at least once),ETH / Free Float Supply (native units),ETH / SER (Supply Equality Ratio),ETH / NDF (Network Distribution Factor),ETH / Tx Cnt,ETH / Tx per Second Cnt,ETH / Xfer Cnt,"ETH / Xfer'd Val, Adj (USD)",ETH / Mean Tx Size (USD),ETH / Median Tx Fee (USD),ETH / Mean Tx Fee (USD),ETH / Median Tx Size (USD),ETH / Total Fees (USD),ETH / Block Gas Limit,ETH / Mean Block Gas Limit,ETH / Tx Gas Limit,ETH / Tx Gas Used,ETH / Mean Gas Limit per Tx,ETH / All Time Miner Revenue (USD),ETH / Mean Gas Used per Tx,ETH / Miner Revenue (native units),ETH / Miner Revenue (USD),ETH / Miner Revenue per Hash (native units),ETH / Miner Revenue per Hash per Sec (native units),ETH / Miner Revenue per Hash per Sec (USD),ETH / Miner Revenue per Hash (USD),ETH / Free Float NVT,ETH / BTC Denominated Price,ETH / Free Float Market Cap (USD),ETH / Realized Market Cap (USD),ETH / MVRV (Market Cap / Realized Market Cap),ETH / Active Market Cap (1yr) (USD),ETH / Market Cap (USD),ETH / 30 Day Volatility,ETH / 180 Day Volatility,"ETH / ROI, 1 Year","ETH / ROI, 30 Days",ETH / Annual Inflation Rate,ETH / Coinbase Issuance (native units),ETH / Total Issuance (native units),ETH / 10 Year Active Supply,ETH / 5 Year Active Supply,ETH / 4 Year Active Supply,ETH / 3 Year Active Supply,ETH / 2 Year Active Supply,ETH / 1 Year Active Supply,ETH / 180 Day Active Supply,ETH / 90 Day Active Supply,ETH / 30 Day Active Supply,ETH / 7 Day Active Supply,ETH / 1 Year Active Supply %,ETH / Current Supply (native units),ETH / 10 Year Expected Supply (native units),ETH / Value in Top 100 Addrs (native units),ETH / Value in Top 10% of Addrs (native units),ETH / Value in Top 1% of Addrs (native units),ETH / Val in Addrs w/ Bal ≥ .1% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .01% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .001% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .0001% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .00001% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .000001% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .0000001% of Current Supply,ETH / Val in Addrs w/ Bal ≥ .00000001% of Current Supply,ETH / Val in Addrs w/ Bal ≥ 1M (native units),ETH / Val in Addrs w/ Bal ≥ 100K (native units),ETH / Val in Addrs w/ Bal ≥ 10K (native units),ETH / Val in Addrs w/ Bal ≥ 1K (native units),ETH / Val in Addrs w/ Bal ≥ 100 (native units),ETH / Val in Addrs w/ Bal ≥10 (native units),ETH / Val in Addrs w/ Bal ≥ 1 (native unit),ETH / Val in Addrs w/ Bal ≥.1 (native units),ETH / Val in Addrs w/ Bal ≥ .01 (native units),ETH / Val in Addrs w/ Bal ≥ .001 (native units),ETH / Val in Addrs w/ Bal ≥ $10M USD,ETH / Val in Addrs w/ Bal ≥ $1M USD,ETH / Val in Addrs w/ Bal ≥ $100K USD,ETH / Val in Addrs w/ Bal ≥ $10K USD,ETH / Val in Addrs w/ Bal ≥ $1K USD,ETH / Val in Addrs w/ Bal ≥ $100 USD,ETH / Val in Addrs w/ Bal ≥ $10 USD,ETH / Val in Addrs w/ Bal ≥ $1 USD,ETH / Active Addr Cnt,ETH / Addr Cnt with ≥ .1% Supply,ETH / Addr Cnt with ≥ .01% Supply,ETH / Addr Cnt with ≥ .001% Supply,ETH / Addr Cnt with ≥ .0001% Supply,ETH / Addr Cnt with ≥ .00001% Supply,ETH / Addr Cnt with ≥ .000001% Supply,ETH / Addr Cnt with ≥ .0000001% Supply,ETH / Addr Cnt with ≥ .00000001% Supply,ETH / Addr Cnt of Bal ≥ 1M (native units),ETH / Addr Cnt of Bal ≥ 100K (native units),ETH / Addr Cnt of Bal ≥ 10K (native units),ETH / Addr Cnt of Bal ≥ 1K (native units),ETH / Addr Cnt of Bal ≥ 100 (native units),ETH / Addr Cnt of Bal ≥ 10 (native units),ETH / Addr Cnt of Bal ≥ 1 (native unit),ETH / Addr Cnt of Bal ≥ 0.1 (native units),ETH / Addr Cnt of Bal ≥ 0.01 (native units),ETH / Addr Cnt of Bal ≥ 0.001 (native units),ETH / Addr Cnt of Bal > 0 (native units),ETH / Addr Cnt of Bal ≥ $10M,ETH / Addr Cnt of Bal ≥ $1M,ETH / Addr Cnt of Bal ≥ $100K,ETH / Addr Cnt of Bal ≥ $10K,ETH / Addr Cnt of Bal ≥ $1K,ETH / Addr Cnt of Bal ≥ $100,ETH / Addr Cnt of Bal ≥ $10,ETH / Addr Cnt of Bal ≥ $1,"ETH / Xfer'd Val, Adj (native units)",ETH / Mean Tx Size (native units),ETH / Median Tx Size (native units),ETH / 1 Year Current Supply Velocity,ETH / Mean Tx Fee (native units),ETH / Median Tx Fee (native units),ETH / Mean Tx Fee per Byte (native units),ETH / Total Fees (native units),ETH / NVT,ETH / Free Float NVT 90-Day Moving Avg,ETH / NVT 90-day Moving Avg,ETH / Mean Hash Rate,ETH / Difficulty,ETH / Mean Difficulty,ETH / Mean Block Size (in bytes),ETH / Block Cnt,ETH / Exchange Deposits (native units),ETH / Exchange Deposits (USD),ETH / Exchange Withdrawals (native units),ETH / Exchange Withdrawals (USD),ETH / Exchange Withdrawal Cnt,ETH / USD 10:30am London Price / Index Value,ETH / USD 11:00am London Price / Index Value,ETH / USD 12:00pm New York Price / Index Value,ETH / USD 4:00pm New York Price / Index Value,ETH / USD 3:15pm Chicago Price / Index Value
2021-01-08,1219.880721,2.00153279,0.011950308,16644128.8,16644128.8,27274712.71,110776892.2,110072446.4,0.037174174,0.649884222,1288953,14.9184375,722467,9005622999,15656.91306,5.362454817,10.59333386,191.3657027,13654309.46,82373416036,12494071.9,2.12306E+11,80669146918,164711.8086,8926874335,62585.01816,24837.21378,30298438.26,0.00095084,82.15259581,100216.3678,1.159911665,14.91015728,0.029917072,1.34275E+11,67086213068,2.07610212,90094936208,1.39278E+11,0.056250671,0.04554774,787.3559376,112.4435433,4.361862238,13644.0625,13644.0625,110776892.2,110523245.7,108143257.9,100130851.1,83591304.89,73855529.19,64771948.32,56360718.66,44930092.52,34313505.09,64.687206,114173317.5,163608867,40513726.75,113951402.2,111848533.2,46261224.93,74199437.65,90875541.23,102810910.9,110015440.7,112849532.3,113801826.4,114077374.7,18047641.36,49525397.23,76360858.54,92263745.85,103677719.3,110385820.9,112997151.4,113839174.5,114087183.1,114166905.3,78019034.58,93488173.8,104376379.9,110746126.3,113158680.7,113893315.1,114101163.9,114168297.9,626952,144,993,6138,43995,253852,989076,3424069,10305765,7,176,1203,7479,52310,289192,1131311,3781199,11246339,30729053,52580336,1385,8810,59948,328538,1304766,4364747,12771159,32272800,7382379.967,12.83479015,0.156872471,14.14298553,0.00868391,0.004395885,3.8996E-05,11193.15128,15.46565173,51.26692515,53.17693132,302.3302373,3.96679E+15,3.96212E+15,43536.12574,6593,799840.4296,975709920.1,901164.7569,1099313514,47129,,,,,
2021-01-09,1286.970223,2.06064929,0.011766853,17291973.23,17291973.23,23855488.8,110791394.8,110085840.2,0.037206426,0.650494028,1231759,14.25646991,717294,6174411252,12261.15093,3.775860599,7.524132366,200.2247681,9267917.759,80913883678,12494423.05,1.95651E+11,79098414154,158838.8363,8957172773,64215.81994,20637.53341,26559890.98,0.00079956,69.0819572,88906.42187,1.029009512,22.94586359,0.031878833,1.41677E+11,68753668682,2.13741252,95143636639,1.46955E+11,0.055686235,0.045649701,795.0383093,129.6314561,4.294901345,13436.1875,13436.1875,110791394.8,110537705.8,108169812,100138538,83620809.48,73928390.05,64869212.41,56469702,45091843.07,34749959.87,64.743403,114186753.7,163604568.9,40498614.44,113965306.9,111860893.5,46129891.92,74277801.39,90909850.62,102821742,110024809.6,112863583.6,113814988.5,114090782.5,18039717.69,49805710.42,76462205.57,92272284.12,103690836.4,110395572.6,113011350.1,113852450.1,114100609.7,114180338.4,78569426.53,93753904.3,104586642.9,110858585.9,113205102.2,113915022.3,114116868.7,114182211.8,613021,143,996,6111,43943,253743,990022,3412644,10304432,7,179,1208,7428,52280,289120,1132385,3770834,11246739,30738283,52611533,1446,9082,62383,341304,1346065,4460406,13057222,32885426,4797633.341,9.527144228,0.1555784,14.20937422,0.005846392,0.002933915,2.61523E-05,7201.345915,23.80064202,52.94521526,54.9175284,298.7398483,3.94689E+15,3.98618E+15,42520.35439,6476,503195.4803,647597599.6,477455.4638,614470964.7,35668,,,,,
2021-01-10,1265.436268,2.01523075,0.011863312,17144051.46,17144051.46,22523653.88,110806288.9,110099373.5,0.037184337,0.651164682,1210603,14.0116088,697754,5692729462,11214.17133,3.499681683,7.301200785,177.0453354,8838855.574,81887157105,12494225.98,2.02665E+11,80047806722,167408.2452,8983732664,66122.26033,20532.76621,25982907.04,0.000777824,67.20400794,85042.38896,0.984286909,24.47397882,0.03301482,1.39324E+11,69135378220,2.09029309,93744310539,1.44513E+11,0.055370662,0.045690659,785.8740248,131.9842676,4.330108698,13547.9375,13547.9375,110806288.9,110552566.2,108186558.1,100153501.1,83737546.27,74080625.75,65097501.01,56729924.32,45305478.35,34585401.26,64.869028,114200301.7,163592568.2,40511846.94,113978491.3,111878189.7,46143422.8,74363203.06,90978147.7,102847889.9,110040185.3,112874297.9,113828322.1,114104279.3,17999810.01,49811666.68,76545910.01,92346340.87,103715407.2,110412028.2,113021878.1,113865881.8,114114128.7,114193881.4,78450589.65,93769880.7,104561695.4,110849172.2,113207294.7,113925790.6,114129644.2,114195531.6,617780,143,997,6112,43824,253353,988687,3421092,10318695,7,179,1209,7434,52146,288829,1130880,3780186,11263005,30768260,52663385,1421,9015,61619,337759,1333845,4436052,12978436,32630997,4498629.926,8.861901323,0.139908536,14.25430239,0.00576971,0.002765593,2.50316E-05,6984.828712,25.38557373,51.18224136,53.08865268,305.5288939,4.05422E+15,4.02741E+15,42575.54486,6554,616582.9834,780246469.2,519816.145,657794202.4,37954,,,,,
2021-01-11,1082.905686,1.81531399,0.011883134,14697399.01,14697399.01,23244586.81,110821332.9,110112893.5,0.036976483,0.652223658,1280285,14.81811343,712088,9770089036,18530.69443,7.454506195,16.70380659,235.885799,21385633.02,81559645312,12493818.22,2.28014E+11,79933632401,178096.1114,9009715571,62434.24894,33320.56754,36083032.03,0.001253294,108.2845855,117261.9933,1.357198997,12.20478934,0.030703732,1.19242E+11,65686641096,1.88292248,80402539217,1.23683E+11,0.064654633,0.047298064,644.5356366,90.46951066,4.337343837,13572.1875,13572.1875,110821332.9,110567589.2,108201458.5,100168502.5,83867917.12,74247037.66,65302507.54,56847745.29,45076868.63,34132379.67,65.007022,114213873.8,163634820.5,40588331.2,113992733.5,111915847.7,46204889.83,74492990.59,91078266.43,102927717.8,110075619.5,112891673.4,113840669.5,114117733.5,17946142.99,49566682.47,76689388.89,92425496.06,103791353.1,110444737.8,113038969.1,113878338.7,114127619.8,114207451.3,77427889.94,92986499.96,104119983,110610692.7,113136570.6,113909968.5,114134773.6,114207978.5,640858,143,1006,6111,43714,251705,982753,3389366,10321697,7,176,1219,7413,51999,286923,1124660,3749475,11269444,30789307,52698518,1295,7989,55385,304023,1224586,4075870,12013560,31339129,9022105.218,17.11201139,0.217826725,14.29697727,0.015424987,0.0068838,6.68722E-05,19748.38004,12.65933738,42.35484672,43.9322859,307.7129342,4.12765E+15,4.07117E+15,45238.21155,6528,954395.0692,1033519847,1035515.953,1121366113,46434,,,,,
2021-01-12,1038.839418,1.76734211,0.01190656,14128800.43,14128800.43,24098918.94,110840350.9,110126479.5,0.037052054,0.652155583,1165508,13.48967593,642349,6643085983,15407.45326,3.010556632,6.040351925,165.7167027,7040078.492,81907363893,12495402.58,2.02637E+11,80332321479,173861.4722,9045798603,68924.72765,20377.43135,21168878.92,0.000758583,65.54157486,68087.17146,0.788045966,17.2214733,0.030814694,1.14404E+11,64732078486,1.83315608,77215900378,1.18664E+11,0.06557885,0.047395902,621.8663148,75.91861647,4.345894327,13600.5625,13600.5625,110840350.9,110586592.6,108221548.1,100171568.7,83926847.65,74329005.11,65367723.53,56940936.26,45059372.07,33310412.73,65.07104,114227474.4,163634281.8,40628959.61,114006006.5,111925032.9,46131645.58,74494085.21,91083947.25,102937788.1,110080422,112902100.1,113853990.2,114131134.8,17992427.2,49498607.16,76659505.14,92444655.89,103798651.8,110450470.5,113049576.6,113891749.6,114141034.6,114221047.7,77164025.74,92825811.24,104002253.9,110553250,113121707.8,113912362.5,114144269.7,114221297.1,561907,142,1005,6116,43712,251601,984273,3397720,10334323,7,175,1215,7430,51969,286906,1126351,3758657,11283285,30839870,52764882,1266,7815,54029,297307,1199282,3968422,11613026,31094581,6394718.828,14.83140994,0.159521,14.38771808,0.005814519,0.002898,2.47609E-05,6776.868852,17.86278294,39.86184406,41.34625742,310.908479,4.23366E+15,4.09764E+15,41753.1643,6555,529038.4958,549586042.9,633045.4862,657632604.2,28610,,,,,
2021-01-13,1127.926763,1.8758924,0.011928391,15370398.99,15370398.99,23025874.81,110855411.7,110139490.2,0.037104193,0.652393933,1126532,13.03856481,615641,6293328476,13806.62755,2.584262486,5.37943014,146.4883491,6060100.194,81979582491,12494982.85,1.99191E+11,80376599422,176818.265,9066967482,71348.70507,18999.90309,21430499.18,0.000704661,60.88274136,68671.27336,0.794806405,19.73983706,0.030242123,1.24229E+11,66224096225,1.94575091,83969037837,1.28856E+11,0.066388738,0.047707559,579.2776303,92.32465668,4.353862642,13627.125,13627.125,110855411.7,110601037.4,108235825.6,100184721.3,84016644.66,74445469.88,65462222.52,54651929.93,44436474.04,32645446.5,65.165224,114241101.5,163702349.4,40660089.92,114019222.8,111936365.2,46282379.35,74530201.59,91102905.01,102952328.9,110087793,112913039.7,113867098.5,114144564.2,18476592.14,49647535.24,76685106.48,92457072.33,103812222.6,110457690.3,113060776.1,113904962.4,114154483.9,114234670.4,77786748.06,93403231.35,104285084.9,110703742.2,113184080.3,113945862.6,114164544.2,114235516.9,545700,143,1008,6098,43672,251361,985108,3403828,10346781,8,176,1217,7406,51921,286654,1127423,3765738,11297545,30887808,52831510,1333,8408,56902,312612,1255726,4194744,12363076,31790989,5579554.173,12.24071279,0.12987399,14.44177767,0.004769308,0.002291162,2.00375E-05,5372.778087,20.47495158,42.45922237,44.04041024,312.0737119,4.30429E+15,4.10838E+15,40868.22832,6561,418905.6405,472494882.9,474248.8515,534917971.8,23995,,,,,
2021-01-14,1212.619222,1.9760744,0.011690627,16197030.73,16197030.73,21086427.03,110870682.3,110153740.5,0.037150055,0.652533805,1184604,13.71069444,661470,11081173614,22190.8286,3.396515221,6.653077928,182.1784154,7881262.725,80044449313,12495230.93,1.94333E+11,78306132000,164048.8523,9088397982,66103.21424,19856.43393,24078293.46,0.000735145,63.51651283,77021.34434,0.891450745,12.05418737,0.031056553,1.33575E+11,67595907876,2.04963817,90368754335,1.38547E+11,0.066931848,0.047941854,631.1375274,105.8773412,4.267078819,13357.0625,13357.0625,110870682.3,110616204,108249838.3,100162733.3,84058196.85,74523603.73,65554154.51,54757277.37,43062478.78,30419851.67,65.225992,114254458.6,163882237.7,40194266.83,114032419.5,111947339.2,46126427.29,74554896.55,91124540.99,102961983.3,110095608.8,112922416.8,113881130.5,114157718.2,17085487.21,49610722.74,76709566.41,92473221.3,103820749.4,110465539.6,113070767.8,113919031.9,114167683.7,114248024.2,78301753.85,93704919.39,104499676.9,110814580.7,113232293.8,113970726.7,114181457,114249392.9,570542,145,1012,6103,43653,251314,985552,3415386,10358454,7,179,1221,7406,51892,286611,1128451,3777625,11313491,30939121,52895364,1394,8743,59283,324621,1301423,4334681,12812612,32452956,9138213.726,18.29991494,0.150235467,14.48432807,0.005486535,0.002800974,2.36174E-05,6499.371431,12.50293132,44.05976518,45.69998799,312.6184522,4.07091E+15,4.21696E+15,42958.90712,6406,510997.465,619645348.2,1187848.881,1440408385,28744,,,,,
2021-01-15,1167.646851,1.90897541,0.011939356,15930060.03,15930060.03,22247933.5,110884980.2,110174534.9,0.037145743,0.653240416,1227187,14.20355324,683122,6902277093,14879.84847,3.173375837,7.061870267,157.1774358,8666235.387,82221784639,12493813.2,2.10146E+11,80309431740,171242.3351,9112476275,65441.88599,21064.84114,24596295.42,0.000778881,67.29533808,78577.1896,0.909458213,18.63804467,0.031807049,1.28645E+11,67389526385,1.97990394,87131532870,1.33425E+11,0.067079952,0.048067184,611.7500601,83.53311127,4.357864794,13642.875,13642.875,110884980.2,110630455.2,108263920.3,100138498.9,84156514.47,74621477.2,65669320.23,54646459.36,43158095.9,29524870.92,65.303857,114268101.5,163722772,40209007.71,114046479.6,111963535.6,46291952.92,74644542.19,91157677.32,102979773.8,110109132.7,112935957.6,113895699.3,114171272.9,18140833.9,49671482.8,76780168.15,92492147.54,103837728.5,110480095.9,113084101.5,113933672.5,114181250.3,114261663.3,78100892.4,93568205.08,104407122.5,110773969.1,113225728.8,113977973,114193271.7,114262746.9,586641,146,1010,6095,43604,251149,985159,3417220,10361098,8,179,1217,7384,51834,286540,1127852,3780111,11317162,30964663,52939375,1358,8536,57920,317987,1277131,4251586,12607871,32139445,5911271.107,12.74344932,0.134610422,14.56647804,0.00604795,0.002717753,2.61078E-05,7421.966136,19.33054658,41.51862492,43.06126138,313.0208085,4.1937E+15,4.10904E+15,43197.33931,6581,642315.9778,749998228.8,559293.4029,653057180.6,31890,,,,,
2021-01-16,1231.509948,1.98154803,0.011825174,16642625.44,16642625.44,20346278.81,110898662,110185686.2,0.037139781,0.65367473,1193339,13.81179398,699134,6558335335,15059.72221,3.164524909,6.504167534,161.374493,7761676.781,81306424775,12493304.36,1.9816E+11,79464637657,166055.0546,9137072570,66590.16227,19816.56929,24404302.22,0.000720492,62.2504866,76662.09354,0.887292749,20.69042855,0.034040995,1.35695E+11,68479172037,2.05520806,91955390485,1.40739E+11,0.067318358,0.048153881,620.0363971,91.58877587,4.316188547,13514,13514,110898662,110641774.5,108278439.3,100127552.3,84212569.31,74668816.61,65741632.77,54670114.25,43136664.4,28535852.07,65.337558,114281615.5,163860329,40363903.01,114060275.6,111978214.9,46328985.22,74703004.1,91216710.12,102994161.1,110122769.1,112947503.5,113910093.2,114184701.8,18224349.62,49708230.03,76805775.79,92550212.95,103853067.7,110494799.4,113095783.9,113947931.4,114194699.9,114275173.5,78497511.88,93842979.81,104580341.7,110864404.3,113266765.7,113999591.4,114209144.6,114276648.9,575783,145,1008,6099,43531,251032,984947,3423210,10361541,8,178,1212,7387,51770,286523,1127770,3784715,11319484,30986608,52980030,1397,8801,59748,327058,1312195,4346009,12900745,32630738,5325442.432,12.22866468,0.131037913,14.62384957,0.005281458,0.00256963,2.25708E-05,6302.56929,21.45955325,42.89872889,44.49340209,318.3359741,4.22613E+15,4.22408E+15,42906.50415,6508,501887.3104,618079215.7,498702.4924,614157080.7,29922,,,,,
2021-01-17,1242.049241,1.98582885,0.011807264,16761609.77,16761609.77,15648536.92,110912670.7,110197243.7,0.037175014,0.654301677,1133096,13.11453704,654607,4476349165,9907.806689,2.673510992,5.341434458,166.5427843,6052358.019,81133010442,12493534.1,1.98183E+11,79105097999,174904.0601,9161476873,69813.23559,18368.0059,22813967.79,0.000687084,59.36401707,73733.03236,0.853391578,30.57634645,0.03443447,1.3687E+11,68923564677,2.05967518,92804815515,1.4196E+11,0.067348237,0.048108959,609.4384663,90.49539005,4.309651214,13495.125,13495.125,110912670.7,110653452.5,108288765.6,100113120.3,84256485.47,74719111.31,65815271.05,54733945.74,42955282.52,28218241.26,65.373848,114295110.6,163857708.1,40382201.82,114073667,111989706.4,46350646.2,74783482.57,91238037.06,103004123.1,110131891.7,112959267.4,113923265.8,114198152.8,18275078.01,49835165.11,76865812.98,92578978.96,103863993,110504146.3,113107803.6,113961170.6,114208172.1,114288664.4,78563542.4,93889450.96,104620207.4,110890044.9,113284306.9,114014160.1,114222949.6,114290223.9,549860,145,1007,6077,43458,250926,985354,3424623,10364329,8,179,1209,7371,51706,286438,1128421,3786738,11324196,31005479,53013176,1395,8807,60045,328981,1319584,4364373,12946575,32753151,3604002.978,7.976983809,0.134087103,14.67971305,0.004300501,0.0021525,1.77072E-05,4872.880895,31.71337851,42.7579839,44.34801032,309.4131227,4.17231E+15,4.1162E+15,42376.43455,6494,365537.7492,454015884,357064.7675,443492023.6,26713,,,,,
2021-01-18,1252.156445,1.97971515,0.011846818,16956624.32,16956624.32,19570123.6,110931068.8,110199560.6,0.037226895,0.655123791,1217953,14.09667824,699905,5053424780,9928.026493,3.04352033,5.960115653,172.1990586,7259140.74,81149292839,12492194.09,1.96454E+11,78882210030,161298.1795,9184290840,64766.21843,19339.24883,24215765.06,0.000714853,61.76327317,77337.28055,0.895107414,27.30565824,0.034217257,1.37987E+11,69700476929,2.05353424,93314898916,1.43132E+11,0.067369669,0.047858518,650.7301176,89.80290843,4.324088388,13541.9375,13541.9375,110931068.8,110619286.2,108314154.8,100115647.8,84356434.49,74523354.73,65946438.9,54800871.64,42956303.96,28018428.46,65.19485,114308652.5,163822131,40515674.35,114086701.7,112000320.7,46479567.81,74886317.74,91268874.71,103021076.2,110139228.4,112969309.5,113936329,114211653.7,18382105.73,50066485.44,76957519.68,92590349.96,103880868.6,110512175.8,113118145.5,113974355.5,114221704.7,114302204.6,78861759.82,94024547.67,104695482.7,110931935.6,113302660.6,114029316,114236887.5,114303810.3,557612,145,1011,6063,43431,250589,985912,3432119,10380003,8,180,1212,7339,51679,286163,1129257,3795376,11342823,31035155,53056481,1424,8926,60752,332934,1330341,4397481,13015660,32840496,4035777.479,7.928742877,0.137522,14.71084455,0.004759881,0.002430623,2.00673E-05,5797.311327,28.32382438,42.53081788,44.11669573,313.1189109,4.21508E+15,4.16378E+15,44472.52094,6496,400878.909,501963109.4,449586.5803,562952734,31675,,,,,
2021-01-19,1386.085404,2.0481808,0.011865913,18802768.29,18802768.29,23681158.39,110946374,110211796.6,0.037279903,0.656370309,1252236,14.49347222,758198,11529665570,21715.64666,4.395276816,8.809889816,238.3791064,11032061.18,81625002631,12494260.31,2.01992E+11,79303557688,161304.8513,9208506606,63329.56223,21524.52467,29834829.47,0.000786623,67.96425556,94204.26262,1.090327114,13.24955713,0.038236685,1.52763E+11,74584706050,2.12456904,1.03596E+11,1.5846E+11,0.068115445,0.048299141,730.3521843,117.0635851,4.331058282,13565.375,13565.375,110946374,110633214.6,108334243.7,100129309.4,84483990.47,74739825.88,66226288.72,54991806.47,45653735.09,30687903.14,65.376466,114322217.9,163802584.9,40756343.73,114099662.1,112010068.6,46706389.24,75037709.47,91290018,103029752.7,110146493.4,112978409.8,113949447,114225219.4,18392295.14,50080104.43,77193589.7,92621124.71,103890006.4,110518927.6,113128063.7,113987534.4,114235294.5,114315766,79555954.29,94439501.27,105010580.7,111075376.7,113364513.3,114056529.2,114255495.5,114318051.4,602799,145,1010,6013,43342,250402,986221,3440776,10400198,8,178,1219,7298,51594,285931,1130369,3804576,11365259,31056231,53092314,1492,9398,64702,350702,1399638,4591002,13703540,33750824,8318149.472,15.66688935,0.1719801,14.7463162,0.00635595,0.003171,2.65808E-05,7959.149669,13.74370806,45.56744972,47.26691766,316.7036038,4.27111E+15,4.18871E+15,45833.72861,6533,1012727.032,1403726157,771186.062,1068929744,40956,,,,,
2021-01-20,1367.82304,1.99988025,0.011904788,18618037.82,18618037.82,24408224.86,110960346,110224902.5,0.037325361,0.656711585,1213930,14.05011574,708358,9797173623,17390.62959,3.61967011,7.502830663,166.0212626,9107911.227,82187111591,12494240.13,2.00101E+11,80233064915,164837.3768,9238341435,66093.65031,20270.12869,27725949.04,0.00072142,62.3306857,85257.34799,0.986774861,15.3889445,0.038513432,1.50768E+11,75388594491,2.0744674,1.0231E+11,1.56391E+11,0.067340365,0.048323857,708.541436,123.3010956,4.345247438,13611.4375,13611.4375,110960346,110646681.1,108348005.3,100130239.2,84522729.22,74797536.35,66169687.72,55311406.88,45998022.94,30293160.35,65.419158,114335829.3,163779732.3,40103241.5,114112644.7,112019594.8,46040778.04,75085663.74,91303890.32,103034454.4,110154657.5,112988687.9,113962529.1,114238862.4,18459714.87,49728799.84,77178170.36,92638888.11,103892856.8,110527807.5,113138104.2,114000726.5,114248962.6,114329375.1,79529410.24,94405339.95,104974263.1,111066974.1,113369549.5,114068236.9,114267749.8,114331598.1,567023,145,1020,6022,43338,250533,986923,3448182,10421568,8,181,1223,7310,51571,286131,1130824,3813008,11388939,31067501,53123177,1494,9335,64143,348526,1393045,4578788,13532494,33676259,7162603.157,12.71409319,0.121376273,14.83780485,0.005485235,0.0026463,2.30078E-05,6658.691192,15.96288763,43.87856351,45.51505002,325.2030435,4.41073E+15,4.27155E+15,43996.7332,6578,632361.003,864957949.3,1247055.486,1705751225,37186,,,,,
2021-01-21,1132.694432,1.76327823,0.01177057,15245571.5,15245571.5,23534489.22,110976112.9,110239507.5,0.037385722,0.656702299,1178190,13.63645833,661899,7811482655,16368.50754,4.370784639,9.360698743,176.6530074,11028681.65,80926152690,12492459.51,2.06605E+11,79430948162,175358.3517,9266067384,67417.77486,23196.24111,26274253.15,0.00084103,72.66495721,82307.19243,0.952629542,15.98514416,0.036511499,1.24868E+11,70815639892,1.82901409,84783838656,1.29523E+11,0.077943123,0.050162771,576.0529423,78.60888597,4.296257868,13459.5625,13459.5625,110976112.9,110661589.6,108373655.9,100156792.1,84582756.64,74851465.91,66255813.25,55313379.24,45779619.47,30311100.81,65.458619,114349288.9,163945505.3,39953705.51,114125591.4,112028375.2,45893971.03,75093440.86,91334996.68,103040462,110161027.2,112998630.3,113975399.7,114252337.9,18080622.31,49592469.04,77185936.31,92649467.47,103899622.4,110533927.3,113148599.7,114013694.3,114262462.8,114342832,78293607.87,93611534.14,104381175.3,110786322.1,113277111.9,114051935.1,114272734,114343709.6,542409,145,1022,6021,43276,250489,987927,3452636,10439578,8,181,1225,7290,51515,286064,1132362,3818342,11409246,31086569,53154907,1342,8310,56594,312738,1266311,4221024,12498849,32024567,6896372.433,14.45094729,0.15595822,14.90536513,0.008264099,0.00385875,3.4263E-05,9736.678615,16.58107795,35.64676139,36.97568965,319.2218369,4.31046E+15,4.25698E+15,43867.60744,6478,655263.6019,742213433.3,884321.4068,1001665934,35325,,,,,
